#    L    TT             EE             BB             TE             PP             TP             EP          
   762   0.233990E+04   0.248585E+02   0.000000E+00  -0.136553E+03   0.102186E-07   0.115853E-04  -0.879439E-06
   763   0.234810E+04   0.245673E+02   0.000000E+00  -0.136028E+03   0.101980E-07   0.115830E-04  -0.871035E-06
   764   0.235621E+04   0.242762E+02   0.000000E+00  -0.135466E+03   0.101775E-07   0.115801E-04  -0.862564E-06
   765   0.236425E+04   0.239854E+02   0.000000E+00  -0.134867E+03   0.101570E-07   0.115765E-04  -0.854027E-06
   766   0.237220E+04   0.236951E+02   0.000000E+00  -0.134231E+03   0.101366E-07   0.115723E-04  -0.845426E-06
   767   0.238005E+04   0.234053E+02   0.000000E+00  -0.133558E+03   0.101162E-07   0.115674E-04  -0.836763E-06
   768   0.238782E+04   0.231162E+02   0.000000E+00  -0.132848E+03   0.100959E-07   0.115619E-04  -0.828039E-06
   769   0.239547E+04   0.228280E+02   0.000000E+00  -0.132102E+03   0.100757E-07   0.115558E-04  -0.819256E-06
   770   0.240303E+04   0.225408E+02   0.000000E+00  -0.131320E+03   0.100556E-07   0.115490E-04  -0.810416E-06
   771   0.241047E+04   0.222547E+02   0.000000E+00  -0.130503E+03   0.100355E-07   0.115416E-04  -0.801519E-06
   772   0.241780E+04   0.219699E+02   0.000000E+00  -0.129650E+03   0.100154E-07   0.115336E-04  -0.792569E-06
   773   0.242502E+04   0.216865E+02   0.000000E+00  -0.128763E+03   0.999546E-08   0.115249E-04  -0.783565E-06
   774   0.243210E+04   0.214047E+02   0.000000E+00  -0.127842E+03   0.997555E-08   0.115157E-04  -0.774511E-06
   775   0.243907E+04   0.211247E+02   0.000000E+00  -0.126887E+03   0.995571E-08   0.115058E-04  -0.765407E-06
   776   0.244591E+04   0.208464E+02   0.000000E+00  -0.125899E+03   0.993592E-08   0.114953E-04  -0.756256E-06
   777   0.245263E+04   0.205702E+02   0.000000E+00  -0.124878E+03   0.991620E-08   0.114842E-04  -0.747058E-06
   778   0.245922E+04   0.202960E+02   0.000000E+00  -0.123824E+03   0.989654E-08   0.114725E-04  -0.737815E-06
   779   0.246568E+04   0.200239E+02   0.000000E+00  -0.122738E+03   0.987694E-08   0.114602E-04  -0.728529E-06
   780   0.247201E+04   0.197543E+02   0.000000E+00  -0.121622E+03   0.985740E-08   0.114473E-04  -0.719202E-06
   781   0.247821E+04   0.194870E+02   0.000000E+00  -0.120474E+03   0.983792E-08   0.114337E-04  -0.709835E-06
   782   0.248428E+04   0.192222E+02   0.000000E+00  -0.119296E+03   0.981850E-08   0.114196E-04  -0.700430E-06
   783   0.249021E+04   0.189601E+02   0.000000E+00  -0.118087E+03   0.979914E-08   0.114049E-04  -0.690988E-06
   784   0.249598E+04   0.187008E+02   0.000000E+00  -0.116848E+03   0.977984E-08   0.113896E-04  -0.681512E-06
   785   0.250162E+04   0.184443E+02   0.000000E+00  -0.115578E+03   0.976059E-08   0.113738E-04  -0.672002E-06
   786   0.250708E+04   0.181908E+02   0.000000E+00  -0.114278E+03   0.974141E-08   0.113573E-04  -0.662460E-06
   787   0.251239E+04   0.179403E+02   0.000000E+00  -0.112949E+03   0.972228E-08   0.113403E-04  -0.652887E-06
   788   0.251754E+04   0.176931E+02   0.000000E+00  -0.111590E+03   0.970322E-08   0.113227E-04  -0.643287E-06
   789   0.252251E+04   0.174491E+02   0.000000E+00  -0.110202E+03   0.968421E-08   0.113045E-04  -0.633659E-06
   790   0.252731E+04   0.172086E+02   0.000000E+00  -0.108786E+03   0.966525E-08   0.112858E-04  -0.624006E-06
   791   0.253194E+04   0.169718E+02   0.000000E+00  -0.107343E+03   0.964636E-08   0.112665E-04  -0.614329E-06
   792   0.253640E+04   0.167387E+02   0.000000E+00  -0.105874E+03   0.962752E-08   0.112466E-04  -0.604630E-06
   793   0.254067E+04   0.165095E+02   0.000000E+00  -0.104379E+03   0.960874E-08   0.112261E-04  -0.594910E-06
   794   0.254477E+04   0.162844E+02   0.000000E+00  -0.102860E+03   0.959002E-08   0.112052E-04  -0.585171E-06
   795   0.254868E+04   0.160635E+02   0.000000E+00  -0.101318E+03   0.957135E-08   0.111836E-04  -0.575416E-06
   796   0.255242E+04   0.158469E+02   0.000000E+00  -0.997526E+02   0.955273E-08   0.111615E-04  -0.565644E-06
   797   0.255597E+04   0.156346E+02   0.000000E+00  -0.981645E+02   0.953418E-08   0.111389E-04  -0.555858E-06
   798   0.255934E+04   0.154266E+02   0.000000E+00  -0.965541E+02   0.951568E-08   0.111157E-04  -0.546060E-06
   799   0.256253E+04   0.152231E+02   0.000000E+00  -0.949222E+02   0.949723E-08   0.110920E-04  -0.536250E-06
   800   0.256554E+04   0.150242E+02   0.000000E+00  -0.932680E+02   0.947884E-08   0.110677E-04  -0.526432E-06
   801   0.256835E+04   0.148298E+02   0.000000E+00  -0.915937E+02   0.946050E-08   0.110430E-04  -0.516605E-06
   802   0.257099E+04   0.146399E+02   0.000000E+00  -0.898987E+02   0.944221E-08   0.110176E-04  -0.506772E-06
   803   0.257344E+04   0.144548E+02   0.000000E+00  -0.881836E+02   0.942398E-08   0.109918E-04  -0.496931E-06
   804   0.257570E+04   0.142745E+02   0.000000E+00  -0.864500E+02   0.940581E-08   0.109655E-04  -0.487085E-06
   805   0.257776E+04   0.140993E+02   0.000000E+00  -0.846970E+02   0.938768E-08   0.109386E-04  -0.477233E-06
   806   0.257961E+04   0.139291E+02   0.000000E+00  -0.829270E+02   0.936961E-08   0.109112E-04  -0.467375E-06
   807   0.258125E+04   0.137641E+02   0.000000E+00  -0.811384E+02   0.935160E-08   0.108834E-04  -0.457513E-06
   808   0.258269E+04   0.136045E+02   0.000000E+00  -0.793342E+02   0.933363E-08   0.108550E-04  -0.447648E-06
   809   0.258391E+04   0.134503E+02   0.000000E+00  -0.775137E+02   0.931572E-08   0.108262E-04  -0.437778E-06
   810   0.258491E+04   0.133016E+02   0.000000E+00  -0.756776E+02   0.929786E-08   0.107969E-04  -0.427905E-06
   811   0.258570E+04   0.131585E+02   0.000000E+00  -0.738275E+02   0.928006E-08   0.107671E-04  -0.418030E-06
   812   0.258628E+04   0.130208E+02   0.000000E+00  -0.719641E+02   0.926230E-08   0.107369E-04  -0.408153E-06
   813   0.258666E+04   0.128888E+02   0.000000E+00  -0.700884E+02   0.924460E-08   0.107062E-04  -0.398275E-06
   814   0.258684E+04   0.127625E+02   0.000000E+00  -0.682013E+02   0.922695E-08   0.106751E-04  -0.388395E-06
   815   0.258682E+04   0.126418E+02   0.000000E+00  -0.663037E+02   0.920935E-08   0.106435E-04  -0.378516E-06
   816   0.258661E+04   0.125269E+02   0.000000E+00  -0.643964E+02   0.919180E-08   0.106115E-04  -0.368636E-06
   817   0.258620E+04   0.124178E+02   0.000000E+00  -0.624800E+02   0.917430E-08   0.105790E-04  -0.358756E-06
   818   0.258559E+04   0.123146E+02   0.000000E+00  -0.605547E+02   0.915685E-08   0.105462E-04  -0.348878E-06
   819   0.258477E+04   0.122172E+02   0.000000E+00  -0.586209E+02   0.913946E-08   0.105129E-04  -0.339002E-06
   820   0.258374E+04   0.121260E+02   0.000000E+00  -0.566791E+02   0.912211E-08   0.104792E-04  -0.329128E-06
   821   0.258248E+04   0.120407E+02   0.000000E+00  -0.547297E+02   0.910481E-08   0.104451E-04  -0.319256E-06
   822   0.258100E+04   0.119616E+02   0.000000E+00  -0.527729E+02   0.908756E-08   0.104106E-04  -0.309388E-06
   823   0.257929E+04   0.118887E+02   0.000000E+00  -0.508093E+02   0.907037E-08   0.103757E-04  -0.299523E-06
   824   0.257736E+04   0.118220E+02   0.000000E+00  -0.488399E+02   0.905322E-08   0.103404E-04  -0.289663E-06
   825   0.257521E+04   0.117616E+02   0.000000E+00  -0.468660E+02   0.903612E-08   0.103047E-04  -0.279807E-06
   826   0.257284E+04   0.117075E+02   0.000000E+00  -0.448886E+02   0.901907E-08   0.102687E-04  -0.269957E-06
   827   0.257027E+04   0.116596E+02   0.000000E+00  -0.429090E+02   0.900207E-08   0.102323E-04  -0.260112E-06
   828   0.256749E+04   0.116181E+02   0.000000E+00  -0.409283E+02   0.898512E-08   0.101955E-04  -0.250274E-06
   829   0.256452E+04   0.115828E+02   0.000000E+00  -0.389476E+02   0.896821E-08   0.101584E-04  -0.240442E-06
   830   0.256135E+04   0.115540E+02   0.000000E+00  -0.369681E+02   0.895136E-08   0.101209E-04  -0.230618E-06
   831   0.255799E+04   0.115314E+02   0.000000E+00  -0.349900E+02   0.893455E-08   0.100831E-04  -0.220802E-06
   832   0.255443E+04   0.115153E+02   0.000000E+00  -0.330140E+02   0.891779E-08   0.100450E-04  -0.210994E-06
   833   0.255066E+04   0.115056E+02   0.000000E+00  -0.310402E+02   0.890108E-08   0.100065E-04  -0.201196E-06
   834   0.254669E+04   0.115024E+02   0.000000E+00  -0.290691E+02   0.888441E-08   0.996776E-05  -0.191406E-06
   835   0.254251E+04   0.115056E+02   0.000000E+00  -0.271010E+02   0.886779E-08   0.992866E-05  -0.181627E-06
   836   0.253810E+04   0.115154E+02   0.000000E+00  -0.251362E+02   0.885122E-08   0.988925E-05  -0.171858E-06
   837   0.253348E+04   0.115317E+02   0.000000E+00  -0.231753E+02   0.883470E-08   0.984954E-05  -0.162100E-06
   838   0.252865E+04   0.115546E+02   0.000000E+00  -0.212190E+02   0.881822E-08   0.980954E-05  -0.152354E-06
   839   0.252359E+04   0.115839E+02   0.000000E+00  -0.192684E+02   0.880179E-08   0.976924E-05  -0.142619E-06
   840   0.251835E+04   0.116196E+02   0.000000E+00  -0.173245E+02   0.878540E-08   0.972866E-05  -0.132897E-06
   841   0.251290E+04   0.116618E+02   0.000000E+00  -0.153883E+02   0.876906E-08   0.968781E-05  -0.123189E-06
   842   0.250726E+04   0.117104E+02   0.000000E+00  -0.134608E+02   0.875277E-08   0.964669E-05  -0.113494E-06
   843   0.250143E+04   0.117652E+02   0.000000E+00  -0.115429E+02   0.873652E-08   0.960530E-05  -0.103813E-06
   844   0.249543E+04   0.118263E+02   0.000000E+00  -0.963566E+01   0.872031E-08   0.956366E-05  -0.941463E-07
   845   0.248923E+04   0.118938E+02   0.000000E+00  -0.773959E+01   0.870415E-08   0.952176E-05  -0.844951E-07
   846   0.248286E+04   0.119675E+02   0.000000E+00  -0.585541E+01   0.868804E-08   0.947963E-05  -0.748597E-07
   847   0.247629E+04   0.120476E+02   0.000000E+00  -0.398358E+01   0.867197E-08   0.943725E-05  -0.652404E-07
   848   0.246953E+04   0.121341E+02   0.000000E+00  -0.212472E+01   0.865594E-08   0.939464E-05  -0.556378E-07
   849   0.246259E+04   0.122269E+02   0.000000E+00  -0.279369E+00   0.863996E-08   0.935181E-05  -0.460525E-07
   850   0.245544E+04   0.123261E+02   0.000000E+00   0.155188E+01   0.862403E-08   0.930876E-05  -0.364850E-07
   851   0.244811E+04   0.124318E+02   0.000000E+00   0.336848E+01   0.860813E-08   0.926550E-05  -0.269359E-07
   852   0.244059E+04   0.125437E+02   0.000000E+00   0.516991E+01   0.859228E-08   0.922202E-05  -0.174063E-07
   853   0.243288E+04   0.126619E+02   0.000000E+00   0.695566E+01   0.857647E-08   0.917834E-05  -0.789756E-08
   854   0.242498E+04   0.127861E+02   0.000000E+00   0.872522E+01   0.856071E-08   0.913446E-05   0.158906E-08
   855   0.241692E+04   0.129164E+02   0.000000E+00   0.104781E+02   0.854499E-08   0.909037E-05   0.110523E-07
   856   0.240868E+04   0.130526E+02   0.000000E+00   0.122137E+02   0.852931E-08   0.904609E-05   0.204908E-07
   857   0.240029E+04   0.131945E+02   0.000000E+00   0.139317E+02   0.851367E-08   0.900160E-05   0.299034E-07
   858   0.239174E+04   0.133422E+02   0.000000E+00   0.156314E+02   0.849808E-08   0.895693E-05   0.392888E-07
   859   0.238304E+04   0.134956E+02   0.000000E+00   0.173119E+02   0.848253E-08   0.891205E-05   0.486456E-07
   860   0.237418E+04   0.136546E+02   0.000000E+00   0.189726E+02   0.846702E-08   0.886699E-05   0.579727E-07
   861   0.236517E+04   0.138194E+02   0.000000E+00   0.206124E+02   0.845156E-08   0.882175E-05   0.672687E-07
   862   0.235601E+04   0.139897E+02   0.000000E+00   0.222305E+02   0.843614E-08   0.877631E-05   0.765324E-07
   863   0.234670E+04   0.141657E+02   0.000000E+00   0.238260E+02   0.842075E-08   0.873070E-05   0.857625E-07
   864   0.233725E+04   0.143472E+02   0.000000E+00   0.253981E+02   0.840541E-08   0.868490E-05   0.949576E-07
   865   0.232765E+04   0.145344E+02   0.000000E+00   0.269460E+02   0.839012E-08   0.863893E-05   0.104117E-06
   866   0.231791E+04   0.147270E+02   0.000000E+00   0.284694E+02   0.837486E-08   0.859278E-05   0.113238E-06
   867   0.230803E+04   0.149251E+02   0.000000E+00   0.299682E+02   0.835964E-08   0.854646E-05   0.122321E-06
   868   0.229800E+04   0.151284E+02   0.000000E+00   0.314422E+02   0.834447E-08   0.849997E-05   0.131364E-06
   869   0.228784E+04   0.153370E+02   0.000000E+00   0.328912E+02   0.832933E-08   0.845331E-05   0.140365E-06
   870   0.227754E+04   0.155507E+02   0.000000E+00   0.343150E+02   0.831424E-08   0.840648E-05   0.149324E-06
   871   0.226711E+04   0.157694E+02   0.000000E+00   0.357136E+02   0.829919E-08   0.835950E-05   0.158239E-06
   872   0.225655E+04   0.159930E+02   0.000000E+00   0.370866E+02   0.828417E-08   0.831235E-05   0.167109E-06
   873   0.224586E+04   0.162214E+02   0.000000E+00   0.384336E+02   0.826920E-08   0.826504E-05   0.175933E-06
   874   0.223505E+04   0.164545E+02   0.000000E+00   0.397540E+02   0.825427E-08   0.821758E-05   0.184709E-06
   875   0.222412E+04   0.166922E+02   0.000000E+00   0.410472E+02   0.823938E-08   0.816996E-05   0.193436E-06
   876   0.221307E+04   0.169344E+02   0.000000E+00   0.423128E+02   0.822452E-08   0.812220E-05   0.202113E-06
   877   0.220192E+04   0.171809E+02   0.000000E+00   0.435500E+02   0.820971E-08   0.807428E-05   0.210738E-06
   878   0.219068E+04   0.174316E+02   0.000000E+00   0.447584E+02   0.819494E-08   0.802622E-05   0.219310E-06
   879   0.217933E+04   0.176864E+02   0.000000E+00   0.459373E+02   0.818020E-08   0.797802E-05   0.227829E-06
   880   0.216790E+04   0.179453E+02   0.000000E+00   0.470864E+02   0.816551E-08   0.792968E-05   0.236292E-06
   881   0.215637E+04   0.182081E+02   0.000000E+00   0.482051E+02   0.815085E-08   0.788119E-05   0.244698E-06
   882   0.214475E+04   0.184749E+02   0.000000E+00   0.492929E+02   0.813624E-08   0.783258E-05   0.253047E-06
   883   0.213305E+04   0.187453E+02   0.000000E+00   0.503493E+02   0.812166E-08   0.778382E-05   0.261336E-06
   884   0.212126E+04   0.190196E+02   0.000000E+00   0.513739E+02   0.810712E-08   0.773494E-05   0.269565E-06
   885   0.210939E+04   0.192974E+02   0.000000E+00   0.523661E+02   0.809262E-08   0.768593E-05   0.277732E-06
   886   0.209743E+04   0.195788E+02   0.000000E+00   0.533255E+02   0.807816E-08   0.763679E-05   0.285836E-06
   887   0.208540E+04   0.198637E+02   0.000000E+00   0.542519E+02   0.806373E-08   0.758753E-05   0.293876E-06
   888   0.207329E+04   0.201519E+02   0.000000E+00   0.551454E+02   0.804935E-08   0.753815E-05   0.301850E-06
   889   0.206111E+04   0.204432E+02   0.000000E+00   0.560059E+02   0.803500E-08   0.748865E-05   0.309758E-06
   890   0.204886E+04   0.207376E+02   0.000000E+00   0.568333E+02   0.802068E-08   0.743903E-05   0.317597E-06
   891   0.203655E+04   0.210350E+02   0.000000E+00   0.576277E+02   0.800641E-08   0.738930E-05   0.325367E-06
   892   0.202418E+04   0.213352E+02   0.000000E+00   0.583888E+02   0.799217E-08   0.733945E-05   0.333067E-06
   893   0.201175E+04   0.216382E+02   0.000000E+00   0.591166E+02   0.797798E-08   0.728950E-05   0.340694E-06
   894   0.199928E+04   0.219436E+02   0.000000E+00   0.598112E+02   0.796381E-08   0.723944E-05   0.348248E-06
   895   0.198675E+04   0.222515E+02   0.000000E+00   0.604721E+02   0.794969E-08   0.718928E-05   0.355728E-06
   896   0.197417E+04   0.225617E+02   0.000000E+00   0.610994E+02   0.793560E-08   0.713901E-05   0.363132E-06
   897   0.196156E+04   0.228740E+02   0.000000E+00   0.616929E+02   0.792155E-08   0.708865E-05   0.370458E-06
   898   0.194891E+04   0.231883E+02   0.000000E+00   0.622524E+02   0.790753E-08   0.703819E-05   0.377707E-06
   899   0.193622E+04   0.235044E+02   0.000000E+00   0.627779E+02   0.789355E-08   0.698763E-05   0.384876E-06
   900   0.192351E+04   0.238222E+02   0.000000E+00   0.632692E+02   0.787961E-08   0.693699E-05   0.391964E-06
   901   0.191077E+04   0.241416E+02   0.000000E+00   0.637261E+02   0.786570E-08   0.688625E-05   0.398970E-06
   902   0.189801E+04   0.244624E+02   0.000000E+00   0.641486E+02   0.785183E-08   0.683543E-05   0.405893E-06
   903   0.188524E+04   0.247846E+02   0.000000E+00   0.645365E+02   0.783800E-08   0.678453E-05   0.412735E-06
   904   0.187246E+04   0.251079E+02   0.000000E+00   0.648897E+02   0.782420E-08   0.673356E-05   0.419494E-06
   905   0.185966E+04   0.254323E+02   0.000000E+00   0.652081E+02   0.781043E-08   0.668252E-05   0.426171E-06
   906   0.184686E+04   0.257577E+02   0.000000E+00   0.654917E+02   0.779670E-08   0.663141E-05   0.432766E-06
   907   0.183407E+04   0.260838E+02   0.000000E+00   0.657402E+02   0.778301E-08   0.658025E-05   0.439278E-06
   908   0.182127E+04   0.264107E+02   0.000000E+00   0.659538E+02   0.776935E-08   0.652903E-05   0.445709E-06
   909   0.180849E+04   0.267381E+02   0.000000E+00   0.661325E+02   0.775573E-08   0.647776E-05   0.452056E-06
   910   0.179571E+04   0.270661E+02   0.000000E+00   0.662764E+02   0.774214E-08   0.642645E-05   0.458321E-06
   911   0.178294E+04   0.273943E+02   0.000000E+00   0.663854E+02   0.772859E-08   0.637511E-05   0.464504E-06
   912   0.177020E+04   0.277227E+02   0.000000E+00   0.664598E+02   0.771507E-08   0.632373E-05   0.470605E-06
   913   0.175748E+04   0.280513E+02   0.000000E+00   0.664996E+02   0.770158E-08   0.627232E-05   0.476622E-06
   914   0.174479E+04   0.283798E+02   0.000000E+00   0.665047E+02   0.768813E-08   0.622089E-05   0.482558E-06
   915   0.173211E+04   0.287081E+02   0.000000E+00   0.664753E+02   0.767472E-08   0.616944E-05   0.488411E-06
   916   0.171947E+04   0.290362E+02   0.000000E+00   0.664117E+02   0.766134E-08   0.611798E-05   0.494181E-06
   917   0.170687E+04   0.293638E+02   0.000000E+00   0.663137E+02   0.764799E-08   0.606651E-05   0.499869E-06
   918   0.169429E+04   0.296909E+02   0.000000E+00   0.661817E+02   0.763468E-08   0.601504E-05   0.505474E-06
   919   0.168176E+04   0.300172E+02   0.000000E+00   0.660157E+02   0.762140E-08   0.596358E-05   0.510996E-06
   920   0.166927E+04   0.303427E+02   0.000000E+00   0.658158E+02   0.760815E-08   0.591212E-05   0.516436E-06
   921   0.165682E+04   0.306671E+02   0.000000E+00   0.655821E+02   0.759494E-08   0.586068E-05   0.521793E-06
   922   0.164442E+04   0.309905E+02   0.000000E+00   0.653152E+02   0.758176E-08   0.580925E-05   0.527067E-06
   923   0.163208E+04   0.313126E+02   0.000000E+00   0.650151E+02   0.756862E-08   0.575785E-05   0.532258E-06
   924   0.161978E+04   0.316334E+02   0.000000E+00   0.646822E+02   0.755551E-08   0.570648E-05   0.537367E-06
   925   0.160755E+04   0.319526E+02   0.000000E+00   0.643169E+02   0.754243E-08   0.565514E-05   0.542393E-06
   926   0.159539E+04   0.322703E+02   0.000000E+00   0.639196E+02   0.752939E-08   0.560384E-05   0.547336E-06
   927   0.158328E+04   0.325861E+02   0.000000E+00   0.634904E+02   0.751638E-08   0.555258E-05   0.552196E-06
   928   0.157126E+04   0.329002E+02   0.000000E+00   0.630299E+02   0.750340E-08   0.550138E-05   0.556974E-06
   929   0.155930E+04   0.332123E+02   0.000000E+00   0.625383E+02   0.749045E-08   0.545023E-05   0.561668E-06
   930   0.154743E+04   0.335222E+02   0.000000E+00   0.620157E+02   0.747754E-08   0.539913E-05   0.566280E-06
   931   0.153562E+04   0.338299E+02   0.000000E+00   0.614626E+02   0.746466E-08   0.534811E-05   0.570808E-06
   932   0.152391E+04   0.341352E+02   0.000000E+00   0.608791E+02   0.745181E-08   0.529715E-05   0.575254E-06
   933   0.151227E+04   0.344380E+02   0.000000E+00   0.602656E+02   0.743900E-08   0.524627E-05   0.579616E-06
   934   0.150073E+04   0.347381E+02   0.000000E+00   0.596223E+02   0.742622E-08   0.519547E-05   0.583895E-06
   935   0.148928E+04   0.350354E+02   0.000000E+00   0.589495E+02   0.741347E-08   0.514475E-05   0.588092E-06
   936   0.147791E+04   0.353297E+02   0.000000E+00   0.582475E+02   0.740075E-08   0.509413E-05   0.592205E-06
   937   0.146664E+04   0.356211E+02   0.000000E+00   0.575167E+02   0.738806E-08   0.504360E-05   0.596235E-06
   938   0.145547E+04   0.359093E+02   0.000000E+00   0.567576E+02   0.737541E-08   0.499317E-05   0.600182E-06
   939   0.144441E+04   0.361943E+02   0.000000E+00   0.559704E+02   0.736278E-08   0.494285E-05   0.604046E-06
   940   0.143344E+04   0.364757E+02   0.000000E+00   0.551556E+02   0.735019E-08   0.489264E-05   0.607826E-06
   941   0.142258E+04   0.367538E+02   0.000000E+00   0.543136E+02   0.733763E-08   0.484254E-05   0.611524E-06
   942   0.141182E+04   0.370281E+02   0.000000E+00   0.534446E+02   0.732510E-08   0.479257E-05   0.615138E-06
   943   0.140118E+04   0.372987E+02   0.000000E+00   0.525492E+02   0.731261E-08   0.474272E-05   0.618669E-06
   944   0.139065E+04   0.375655E+02   0.000000E+00   0.516279E+02   0.730014E-08   0.469301E-05   0.622116E-06
   945   0.138024E+04   0.378284E+02   0.000000E+00   0.506811E+02   0.728771E-08   0.464343E-05   0.625480E-06
   946   0.136994E+04   0.380872E+02   0.000000E+00   0.497093E+02   0.727530E-08   0.459399E-05   0.628761E-06
   947   0.135976E+04   0.383418E+02   0.000000E+00   0.487130E+02   0.726293E-08   0.454471E-05   0.631958E-06
   948   0.134971E+04   0.385922E+02   0.000000E+00   0.476927E+02   0.725059E-08   0.449557E-05   0.635072E-06
   949   0.133977E+04   0.388383E+02   0.000000E+00   0.466486E+02   0.723828E-08   0.444659E-05   0.638103E-06
   950   0.132997E+04   0.390800E+02   0.000000E+00   0.455816E+02   0.722600E-08   0.439777E-05   0.641050E-06
   951   0.132030E+04   0.393170E+02   0.000000E+00   0.444919E+02   0.721375E-08   0.434912E-05   0.643913E-06
   952   0.131075E+04   0.395494E+02   0.000000E+00   0.433801E+02   0.720153E-08   0.430065E-05   0.646694E-06
   953   0.130134E+04   0.397771E+02   0.000000E+00   0.422465E+02   0.718934E-08   0.425234E-05   0.649391E-06
   954   0.129205E+04   0.399999E+02   0.000000E+00   0.410918E+02   0.717718E-08   0.420421E-05   0.652007E-06
   955   0.128290E+04   0.402177E+02   0.000000E+00   0.399164E+02   0.716505E-08   0.415625E-05   0.654541E-06
   956   0.127389E+04   0.404305E+02   0.000000E+00   0.387208E+02   0.715295E-08   0.410848E-05   0.656993E-06
   957   0.126502E+04   0.406381E+02   0.000000E+00   0.375055E+02   0.714088E-08   0.406089E-05   0.659364E-06
   958   0.125628E+04   0.408406E+02   0.000000E+00   0.362714E+02   0.712884E-08   0.401348E-05   0.661655E-06
   959   0.124768E+04   0.410378E+02   0.000000E+00   0.350189E+02   0.711683E-08   0.396626E-05   0.663865E-06
   960   0.123924E+04   0.412299E+02   0.000000E+00   0.337489E+02   0.710485E-08   0.391922E-05   0.665996E-06
   961   0.123093E+04   0.414165E+02   0.000000E+00   0.324617E+02   0.709290E-08   0.387238E-05   0.668047E-06
   962   0.122277E+04   0.415977E+02   0.000000E+00   0.311583E+02   0.708097E-08   0.382574E-05   0.670020E-06
   963   0.121476E+04   0.417735E+02   0.000000E+00   0.298392E+02   0.706908E-08   0.377929E-05   0.671914E-06
   964   0.120691E+04   0.419438E+02   0.000000E+00   0.285049E+02   0.705722E-08   0.373303E-05   0.673730E-06
   965   0.119919E+04   0.421085E+02   0.000000E+00   0.271560E+02   0.704539E-08   0.368698E-05   0.675468E-06
   966   0.119163E+04   0.422675E+02   0.000000E+00   0.257930E+02   0.703358E-08   0.364113E-05   0.677129E-06
   967   0.118423E+04   0.424208E+02   0.000000E+00   0.244167E+02   0.702181E-08   0.359549E-05   0.678713E-06
   968   0.117697E+04   0.425683E+02   0.000000E+00   0.230274E+02   0.701006E-08   0.355006E-05   0.680220E-06
   969   0.116987E+04   0.427099E+02   0.000000E+00   0.216258E+02   0.699834E-08   0.350484E-05   0.681652E-06
   970   0.116292E+04   0.428455E+02   0.000000E+00   0.202125E+02   0.698665E-08   0.345983E-05   0.683008E-06
   971   0.115613E+04   0.429753E+02   0.000000E+00   0.187880E+02   0.697499E-08   0.341503E-05   0.684289E-06
   972   0.114948E+04   0.430989E+02   0.000000E+00   0.173531E+02   0.696336E-08   0.337045E-05   0.685494E-06
   973   0.114300E+04   0.432165E+02   0.000000E+00   0.159082E+02   0.695176E-08   0.332610E-05   0.686626E-06
   974   0.113668E+04   0.433280E+02   0.000000E+00   0.144540E+02   0.694019E-08   0.328196E-05   0.687684E-06
   975   0.113051E+04   0.434333E+02   0.000000E+00   0.129914E+02   0.692864E-08   0.323805E-05   0.688668E-06
   976   0.112449E+04   0.435325E+02   0.000000E+00   0.115206E+02   0.691712E-08   0.319437E-05   0.689579E-06
   977   0.111864E+04   0.436254E+02   0.000000E+00   0.100426E+02   0.690564E-08   0.315091E-05   0.690417E-06
   978   0.111294E+04   0.437121E+02   0.000000E+00   0.855778E+01   0.689417E-08   0.310769E-05   0.691183E-06
   979   0.110740E+04   0.437926E+02   0.000000E+00   0.706683E+01   0.688274E-08   0.306471E-05   0.691878E-06
   980   0.110202E+04   0.438667E+02   0.000000E+00   0.557032E+01   0.687134E-08   0.302196E-05   0.692500E-06
   981   0.109680E+04   0.439346E+02   0.000000E+00   0.406886E+01   0.685996E-08   0.297944E-05   0.693052E-06
   982   0.109174E+04   0.439962E+02   0.000000E+00   0.256303E+01   0.684861E-08   0.293717E-05   0.693533E-06
   983   0.108683E+04   0.440515E+02   0.000000E+00   0.105344E+01   0.683729E-08   0.289515E-05   0.693944E-06
   984   0.108208E+04   0.441004E+02   0.000000E+00  -0.459326E+00   0.682600E-08   0.285337E-05   0.694285E-06
   985   0.107749E+04   0.441429E+02   0.000000E+00  -0.197472E+01   0.681473E-08   0.281183E-05   0.694557E-06
   986   0.107306E+04   0.441791E+02   0.000000E+00  -0.349221E+01   0.680349E-08   0.277055E-05   0.694760E-06
   987   0.106879E+04   0.442089E+02   0.000000E+00  -0.501126E+01   0.679228E-08   0.272953E-05   0.694894E-06
   988   0.106467E+04   0.442321E+02   0.000000E+00  -0.653134E+01   0.678109E-08   0.268875E-05   0.694960E-06
   989   0.106071E+04   0.442489E+02   0.000000E+00  -0.805191E+01   0.676994E-08   0.264824E-05   0.694959E-06
   990   0.105691E+04   0.442592E+02   0.000000E+00  -0.957238E+01   0.675881E-08   0.260799E-05   0.694890E-06
   991   0.105326E+04   0.442629E+02   0.000000E+00  -0.110923E+02   0.674771E-08   0.256800E-05   0.694754E-06
   992   0.104978E+04   0.442601E+02   0.000000E+00  -0.126110E+02   0.673663E-08   0.252827E-05   0.694552E-06
   993   0.104644E+04   0.442508E+02   0.000000E+00  -0.141278E+02   0.672558E-08   0.248881E-05   0.694283E-06
   994   0.104327E+04   0.442350E+02   0.000000E+00  -0.156420E+02   0.671456E-08   0.244963E-05   0.693950E-06
